Unique ID,Player Name,Fangraphs Name,Fangraphs Link,DOB,Owner
alma1111999,Luis Almanzar,Luis Almanzar ,https://www.fangraphs.com/players/luis-almanzar/sa970515/stats?position=1B/3B,11/1/1999,BOS
diaz1132000,Luis Diaz,Luis Diaz ,https://www.fangraphs.com/players/luis-diaz/sa3003354/stats?position=OF,1/13/2000,BOS
cron9201997,Matt Cronin,Matt Cronin ,https://www.fangraphs.com/players/matthew-cronin/sa3011463/stats?position=P,9/20/1997,BOS
kroo10211994,Matt Krook,Matt Krook ,https://www.fangraphs.com/players/matthew-krook/sa737535/stats?position=P,10/21/1994,BOS
bos4181996,Michael Emodi BOS,Michael Emodi ,https://www.fangraphs.com/players/michael-emodi/sa3007318/stats?position=C,4/18/1996,BOS
limo5302000,Michael Limoncelli,Michael Limoncelli ,https://www.fangraphs.com/players/michael-limoncelli/sa3015096/stats?position=P,5/30/2000,BOS
burd1191993,Nick Burdi,Nick Burdi ,https://www.fangraphs.com/players/nick-burdi/16074/stats?position=P,1/19/1993,BOS
kenn6201996,Nick Kennedy,Nick Kennedy ,https://www.fangraphs.com/players/nicholas-kennedy/sa3004987/stats?position=P,6/20/1996,BOS
raqu12121995,Nick Raquet,Nick Raquet ,https://www.fangraphs.com/players/nick-raquet/sa3004658/stats?position=P,12/12/1995,BOS
cruz341995,Oscar De La Cruz ,Oscar De La Cruz ,https://www.fangraphs.com/players/oscar-de-la-cruz/sa737037/stats?position=P,3/4/1995,BOS
guti5242001,Osvani Gutierrez,Osvanni Gutierrez ,https://www.fangraphs.com/players/osvanni-gutierrez/sa3009730/stats?position=P,5/24/2001,BOS
whit891999,Owen White,Owen White ,https://www.fangraphs.com/players/william-white/sa3014481/stats?position=P,8/9/1999,BOS
naug4161996,Packy Naughton,Packy Naughton ,https://www.fangraphs.com/players/packy-naughton/23292/stats?position=P,4/16/1996,BOS
avil1141997,Pedro Avila,Pedro Avila ,https://www.fangraphs.com/players/pedro-avila/18864/stats?position=P,1/14/1997,BOS
grac12101999,Regi Grace,Regi Grace ,https://www.fangraphs.com/players/regi-grace/sa3008101/stats?position=P,12/10/1999,BOS
bos162001,Reidy Mercado BOS,Reidy Mercado ,https://www.fangraphs.com/players/reidy-mercado/sa3005612/stats?position=OF,1/6/2001,BOS
leye3131993,Robinson Leyer,Robinson Leyer ,https://www.fangraphs.com/players/robinson-leyer/14399/stats?position=P,3/13/1993,BOS
blew4101996,Scott Blewett,Scott Blewett ,https://www.fangraphs.com/players/scott-blewett/16427/stats?position=P,4/10/1996,BOS
rive11161998,Sebastian Rivero,Sebastian Rivero ,https://www.fangraphs.com/players/sebastian-rivero/21735/stats?position=C,11/16/1998,BOS
bos5101998,Shane McNeely BOS,Shaine McNeely ,https://www.fangraphs.com/players/shaine-mcneely/sa1170032/stats?position=P,5/10/1998,BOS
gons781994,Stephen Gonsalves,Stephen Gonsalves ,https://www.fangraphs.com/players/stephen-gonsalves/15492/stats?position=P,7/8/1994,BOS
sikk7251998,TJ Sikkema,T.J. Sikkema ,https://www.fangraphs.com/players/tyler-sikkema/sa3011191/stats?position=P,7/25/1998,BOS
flet4302001,Trejyn Fletcher,Tre Fletcher ,https://www.fangraphs.com/players/trejyn-fletcher/sa3010709/stats?position=OF,4/30/2001,BOS
clif5111995,Trevor Clifton,Trevor Clifton ,https://www.fangraphs.com/players/trevor-clifton/sa737901/stats?position=P,5/11/1995,BOS
kinl1311991,Tyler Kinley,Tyler Kinley ,https://www.fangraphs.com/players/tyler-kinley/18297/stats?position=P,1/31/1991,BOS
kole12151995,Tyler Kolek,Tyler Kolek ,https://www.fangraphs.com/players/tyler-kolek/sa828660/stats?position=P,12/15/1995,BOS
garc411998,Wilkerman Garcia,Wilkerman Garcia ,https://www.fangraphs.com/players/wilkerman-garcia/sa872548/stats?position=SS,4/1/1998,BOS
holm12222000,William Holmes,William Holmes ,https://www.fangraphs.com/players/william-holmes/sa3007744/stats?position=P,12/22/2000,BOS
math12301993,Wyatt Mathisen,Wyatt Mathisen ,https://www.fangraphs.com/players/wyatt-mathisen/14555/stats?position=1B/3B,12/30/1993,BOS
sanc711992,Aaron Sanchez,Aaron Sanchez ,https://www.fangraphs.com/players/aaron-sanchez/11490/stats?position=P,7/1/1992,
kneb11261991,Corey Knebel,Corey Knebel ,https://www.fangraphs.com/players/corey-knebel/15010/stats?position=P,11/26/1991,
ruff7281986,Darin Ruff,Darin Ruf 러프,https://www.fangraphs.com/players/darin-ruf/9929/stats?position=1B/OF,7/28/1986,
swan941993,Erik Swanson,Erik Swanson ,https://www.fangraphs.com/players/erik-swanson/16587/stats?position=P,9/4/1993,NYY
stal12221989,Jacob Stallings,Jacob Stallings ,https://www.fangraphs.com/players/jacob-stallings/13723/stats?position=C,12/22/1989,NYY
maye1261991,Mike Mayers,Mike Mayers ,https://www.fangraphs.com/players/mike-mayers/15451/stats?position=P,12/6/1991,NYY
sute8291989,Brent Suter,Brent Suter ,https://www.fangraphs.com/players/brent-suter/13942/stats?position=P,8/29/1989,NYY
adam921995,Willy Adames,Willy Adames ,https://www.fangraphs.com/players/willy-adames/15986/stats?position=SS,9/2/1995,NYY
dick5261990,Alex Dickerson,Alex Dickerson ,https://www.fangraphs.com/players/alex-dickerson/12649/stats?position=OF,5/26/1990,NYY
mcma12141994,Ryan McMahon,Ryan McMahon ,https://www.fangraphs.com/players/ryan-mcmahon/15112/stats?position=2B/3B,12/14/1994,NYY
bend231995,Anthony Bender,Anthony Bender ,https://www.fangraphs.com/players/anthony-bender/19742/stats?position=P,2/3/1995,NYY
mcge861986,Jake McGee,Jake McGee ,https://www.fangraphs.com/players/jake-mcgee/7550/stats?position=P,8/6/1986,NYY
fran8261992,Maikel Franco,Maikel Franco ,https://www.fangraphs.com/players/maikel-franco/12179/stats?position=3B,8/26/1992,NYY
lore141992,Michael Lorenzen,Michael Lorenzen ,https://www.fangraphs.com/players/michael-lorenzen/14843/stats?position=P,1/4/1992,NYY
eova2131990,Nate Eovaldi,Nathan Eovaldi ,https://www.fangraphs.com/players/nathan-eovaldi/9132/stats?position=P,2/13/1990,NYY
tana1111988,Masahiro Tanaka,Masahiro Tanaka ,https://www.fangraphs.com/players/masahiro-tanaka/15764/stats?position=P,11/1/1988,NYY
wood1121991,RV1 Alex Wood,Alex Wood ,https://www.fangraphs.com/players/alex-wood/13781/stats?position=P,1/12/1991,NYY
mccu10101986,Andrew McCutchen,Andrew McCutchen ,https://www.fangraphs.com/players/andrew-mccutchen/9847/stats?position=OF,10/10/1986,NYY
bass1111987,Anthony Bass,Anthony Bass ,https://www.fangraphs.com/players/anthony-bass/7982/stats?position=P,11/1/1987,NYY
kim10171995,Ha-Seong Kim,Ha-Seong Kim 김하성,https://www.fangraphs.com/players/ha-seong-kim/27506/stats?position=2B/3B/SS,10/17/1995,NYY
kiku6171991,Yusei Kikuchi,Yusei Kikuchi ,https://www.fangraphs.com/players/yusei-kikuchi/20633/stats?position=P,6/17/1991,NYY
hend1271989,Kyle Hendricks,Kyle Hendricks ,https://www.fangraphs.com/players/kyle-hendricks/12049/stats?position=P,12/7/1989,NYY
haas12181992,Eric Haase,Eric Haase ,https://www.fangraphs.com/players/eric-haase/14111/stats?position=C,12/18/1992,NYY
roja6301994,Josh Rojas,Josh Rojas ,https://www.fangraphs.com/players/josh-rojas/19734/stats?position=2B/OF,6/30/1994,NYY
stra10171994,Myles Straw,Myles Straw ,https://www.fangraphs.com/players/myles-straw/17620/stats?position=OF,10/17/1994,NYY
dobn1171995,Randy Dobnak,Randy Dobnak ,https://www.fangraphs.com/players/randy-dobnak/23798/stats?position=P,1/17/1995,NYY
